epoch,accuracy,loss,val_accuracy,val_loss
0,0.26656249165534973,2.0953853130340576,0.606249988079071,1.522736668586731
1,0.5084375143051147,1.4381364583969116,0.7450000047683716,0.9128912091255188
2,0.6499999761581421,1.0555543899536133,0.8737499713897705,0.5507822632789612
3,0.7318750023841858,0.7917386889457703,0.8924999833106995,0.38403087854385376
4,0.8031250238418579,0.6109113097190857,0.9150000214576721,0.3107873797416687
5,0.8374999761581421,0.507591187953949,0.9300000071525574,0.23903697729110718
6,0.8706250190734863,0.4207026958465576,0.9387500286102295,0.2067723274230957
7,0.8778125047683716,0.38402146100997925,0.949999988079071,0.17810110747814178
8,0.8924999833106995,0.3529339134693146,0.9412500262260437,0.18174390494823456
9,0.9043750166893005,0.32067832350730896,0.9399999976158142,0.16205696761608124
10,0.9140625,0.2899174690246582,0.949999988079071,0.1371697336435318
11,0.9312499761581421,0.24725887179374695,0.9512500166893005,0.13893748819828033
12,0.9228125214576721,0.2547200620174408,0.9612500071525574,0.11719544231891632
13,0.9321874976158142,0.2277708798646927,0.9612500071525574,0.12281960248947144
14,0.9296875,0.22064411640167236,0.9674999713897705,0.10825476795434952
15,0.9365624785423279,0.20377540588378906,0.9662500023841858,0.10074780136346817
16,0.9434375166893005,0.1955665796995163,0.9637500047683716,0.09737887978553772
17,0.9449999928474426,0.17557670176029205,0.9700000286102295,0.09644541889429092
18,0.9387500286102295,0.18494124710559845,0.9674999713897705,0.09497413784265518
19,0.9496874809265137,0.16722449660301208,0.9649999737739563,0.09708009660243988
20,0.9496874809265137,0.1671825796365738,0.9637500047683716,0.09477100521326065
21,0.9549999833106995,0.14670662581920624,0.9700000286102295,0.0860593393445015
22,0.9546874761581421,0.1511363834142685,0.9700000286102295,0.08562836796045303
23,0.9524999856948853,0.1447448432445526,0.9700000286102295,0.0788583979010582
24,0.957812488079071,0.14252561330795288,0.9612500071525574,0.10154860466718674
25,0.9584375023841858,0.1368679404258728,0.9737499952316284,0.07387574017047882
26,0.9628124833106995,0.12044370919466019,0.9762499928474426,0.072320856153965
27,0.9621875286102295,0.12278376519680023,0.9750000238418579,0.07360856235027313
28,0.96875,0.11441565304994583,0.9750000238418579,0.08134416490793228
29,0.9565625190734863,0.12196247279644012,0.9737499952316284,0.07472307980060577
30,0.9615625143051147,0.1174282431602478,0.9750000238418579,0.0697539895772934
31,0.9681249856948853,0.10000666975975037,0.9737499952316284,0.0655091255903244
32,0.9674999713897705,0.11021601408720016,0.9762499928474426,0.06520670652389526
33,0.9721875190734863,0.09344293922185898,0.9750000238418579,0.07994768768548965
34,0.9703124761581421,0.09908336400985718,0.9787499904632568,0.061989374458789825
35,0.9696875214576721,0.09345395863056183,0.9787499904632568,0.07181085646152496
36,0.9746875166893005,0.08006739616394043,0.9750000238418579,0.07440143823623657
37,0.9737499952316284,0.08426972478628159,0.9737499952316284,0.06858605146408081
38,0.9781249761581421,0.07756888121366501,0.9737499952316284,0.07229863852262497
39,0.973437488079071,0.08064020425081253,0.9737499952316284,0.06893293559551239
40,0.971875011920929,0.09372708201408386,0.9725000262260437,0.07183100283145905
41,0.9753124713897705,0.07915086299180984,0.9750000238418579,0.06513462215662003
42,0.9775000214576721,0.07965756207704544,0.981249988079071,0.06677021831274033
43,0.9778125286102295,0.07811668515205383,0.9787499904632568,0.06460090726613998
44,0.9787499904632568,0.06904912739992142,0.9837499856948853,0.06888499110937119
45,0.9771875143051147,0.07909497618675232,0.9762499928474426,0.06643335521221161
46,0.9753124713897705,0.07943954318761826,0.981249988079071,0.06377185881137848
